# time site_0 site_1 site_2 site_3 site_4 site_5 site_6 site_7 site_8 site_9 site_10 site_11 site_12 site_13 site_14 site_15 site_16 site_17 site_18 site_19 site_20 site_21 site_22 site_23 site_24 site_25 site_26 site_27 site_28 site_29 site_30 site_31 site_32 site_33 site_34 site_35 site_36 site_37 site_38 site_39 site_40 site_41 site_42 site_43 site_44 site_45 site_46 site_47 site_48 site_49
4.70000000e+00 -8.55670855e-02 2.45287335e-01 -1.32984458e-01 -2.58869236e-01 3.63995405e-01 1.54311886e-01 2.26187582e-01 -1.46833540e-01 6.66897367e-02 -4.21977030e-01 -2.77464429e-01 -1.10200012e-01 5.86818320e-02 -1.74052332e-01 -1.14289714e-01 8.57257766e-02 -5.54185262e-02 -3.01435305e-01 -5.38735456e-01 -3.45111048e-01 -1.93340084e-01 3.88347456e-02 -1.78335856e-01 -1.73907836e-01 -1.18457129e-01 -4.11143256e-01 -3.96284619e-01 -2.09027562e-01 -1.08609161e-01 7.08737692e-02 1.92005987e-01 2.10706778e-01 -1.47083353e-01 -3.73537189e-01 -4.43715619e-02 -2.04509857e-01 -2.95732735e-01 1.17660891e-02 2.07923067e-01 6.84509622e-02 -6.17304431e-02 -2.24045553e-01 3.36108526e-02 -3.17933144e-01 -1.02040749e-01 -3.90060372e-01 -2.57754824e-01 -2.19608799e-01 1.05357131e-01 -1.57566242e-01
4.80000000e+00 -1.36533122e-01 2.41149364e-01 -6.73149931e-02 -2.48902445e-01 3.42583653e-01 1.19485783e-01 2.59938233e-01 -1.30116767e-01 8.86093412e-02 -4.67707159e-01 -2.79548725e-01 -1.36054613e-01 7.45656693e-02 -1.35186274e-01 -1.52134568e-01 7.23998537e-02 -2.40877813e-02 -3.01304092e-01 -5.31935815e-01 -3.25336988e-01 -2.20396940e-01 6.06705901e-02 -2.03692974e-01 -1.74049765e-01 -9.32093573e-02 -4.46931252e-01 -3.62308720e-01 -2.32685876e-01 -1.30103605e-01 1.47085320e-01 1.57845683e-01 2.02447149e-01 -1.43098395e-01 -3.97749411e-01 -9.04274147e-03 -2.11816154e-01 -3.44573982e-01 2.16769640e-02 1.93890867e-01 1.08009832e-01 -2.72877431e-02 -2.76944566e-01 6.74694958e-02 -3.36498007e-01 -7.25304801e-02 -4.32526562e-01 -2.55793073e-01 -2.04954299e-01 1.03488901e-01 -1.56569014e-01
4.90000000e+00 -1.86131880e-01 2.34915582e-01 -2.65050202e-03 -2.32503551e-01 3.14278406e-01 8.89462863e-02 2.88464211e-01 -1.08442355e-01 1.02244719e-01 -5.05252665e-01 -2.81886641e-01 -1.60786119e-01 8.60837230e-02 -9.49656043e-02 -1.87344074e-01 5.64996800e-02 5.12514600e-03 -3.00820949e-01 -5.21105125e-01 -3.06988177e-01 -2.45237732e-01 7.69104781e-02 -2.25613153e-01 -1.73561620e-01 -7.27811797e-02 -4.77965289e-01 -3.28767227e-01 -2.56103598e-01 -1.49252279e-01 2.19314158e-01 1.24620509e-01 1.90592603e-01 -1.37793757e-01 -4.15970815e-01 1.98747307e-02 -2.18141350e-01 -3.87981239e-01 2.94735393e-02 1.77696014e-01 1.46485904e-01 5.66066349e-03 -3.22752919e-01 9.31134992e-02 -3.48244056e-01 -4.99002267e-02 -4.68891326e-01 -2.55372173e-01 -1.88068916e-01 9.71187747e-02 -1.53751689e-01
5.00000000e+00 -2.34184684e-01 2.27023164e-01 6.00114722e-02 -2.09744988e-01 2.79545180e-01 6.31880154e-02 3.11227583e-01 -8.18877951e-02 1.07324029e-01 -5.33895802e-01 -2.85077042e-01 -1.83837043e-01 9.32265207e-02 -5.43557742e-02 -2.19078192e-01 3.82636129e-02 3.15739484e-02 -2.99594173e-01 -5.06343315e-01 -2.90522286e-01 -2.67094566e-01 8.68973136e-02 -2.43601486e-01 -1.72485401e-01 -5.77494038e-02 -5.03218865e-01 -2.96802324e-01 -2.78698509e-01 -1.65275590e-01 2.85744191e-01 9.35104234e-02 1.75210378e-01 -1.31634298e-01 -4.27585098e-01 4.16610362e-02 -2.23472476e-01 -4.25229108e-01 3.44634233e-02 1.60132310e-01 1.83327983e-01 3.64679537e-02 -3.60208671e-01 1.09655669e-01 -3.52576714e-01 -3.49193971e-02 -4.98393839e-01 -2.56635184e-01 -1.69305031e-01 8.65382018e-02 -1.49194915e-01
5.10000000e+00 -2.80527004e-01 2.17903260e-01 1.19775978e-01 -1.80892933e-01 2.39064973e-01 4.24988211e-02 3.27889071e-01 -5.07536141e-02 1.03877840e-01 -5.53197401e-01 -2.89584634e-01 -2.04741853e-01 9.60879154e-02 -1.43291503e-02 -2.46587108e-01 1.79764899e-02 5.46559538e-02 -2.97240635e-01 -4.87833139e-01 -2.76286729e-01 -2.85347217e-01 9.01677080e-02 -2.57296951e-01 -1.70888968e-01 -4.85189478e-02 -5.21858589e-01 -2.67442309e-01 -2.99899102e-01 -1.77515326e-01 3.44749950e-01 6.55478489e-02 1.56460399e-01 -1.25068111e-01 -4.32161524e-01 5.58093151e-02 -2.27827441e-01 -4.55730755e-01 3.60629657e-02 1.41962608e-01 2.17991063e-01 6.46006205e-02 -3.88336325e-01 1.16553240e-01 -3.49221814e-01 -2.80563433e-02 -5.20508333e-01 -2.59601359e-01 -1.49104057e-01 7.21351493e-02 -1.43023056e-01
5.20000000e+00 -3.25005376e-01 2.07966472e-01 1.75866659e-01 -1.46402169e-01 1.93719925e-01 2.69596048e-02 3.38312434e-01 -1.55580617e-02 9.22353991e-02 -5.63005037e-01 -2.95724485e-01 -2.23138208e-01 9.48574666e-02 2.41608811e-02 -2.69230598e-01 -4.03439662e-03 7.38289701e-02 -2.93400543e-01 -4.65835049e-01 -2.64509838e-01 -2.99540111e-01 8.64671368e-02 -2.66482311e-01 -1.68864587e-01 -4.53108036e-02 -5.33270245e-01 -2.41571074e-01 -3.19158578e-01 -1.85454905e-01 3.94939897e-01 4.15871573e-02 1.34595489e-01 -1.18510982e-01 -4.29471675e-01 6.20380122e-02 -2.31254755e-01 -4.79052253e-01 3.38194795e-02 1.23894303e-01 2.49948789e-01 8.96501976e-02 -4.06470036e-01 1.13623737e-01 -3.38234553e-01 -2.94676732e-02 -5.34953860e-01 -2.64167092e-01 -1.27985096e-01 5.43831275e-02 -1.35400346e-01
5.30000000e+00 -3.67474511e-01 1.97589925e-01 2.27637466e-01 -1.06904504e-01 1.44571641e-01 1.64517642e-02 3.42561082e-01 2.29769527e-02 7.30104611e-02 -5.63451274e-01 -3.03653422e-01 -2.38773706e-01 8.98102789e-02 6.02051194e-02 -2.86494665e-01 -2.74045228e-02 8.86270221e-02 -2.87751764e-01 -4.40679777e-01 -2.55296655e-01 -3.09392890e-01 7.57580912e-02 -2.71089487e-01 -1.66526637e-01 -4.81558891e-02 -5.37077322e-01 -2.19902985e-01 -3.35968185e-01 -1.88734717e-01 4.35191795e-01 2.22809152e-02 1.09958527e-01 -1.12332749e-01 -4.19499742e-01 6.02966181e-02 -2.33831876e-01 -4.94923103e-01 2.74288251e-02 1.06557602e-01 2.78706042e-01 1.11339815e-01 -4.14266167e-01 1.01047755e-01 -3.19995645e-01 -3.89990660e-02 -5.41695174e-01 -2.70112284e-01 -1.06530297e-01 3.38279064e-02 -1.26526150e-01
5.40000000e+00 -4.07794730e-01 1.87106282e-01 2.74579888e-01 -6.31911157e-02 9.28328260e-02 1.06718348e-02 3.40887241e-01 6.39481603e-02 4.70772276e-02 -5.54942215e-01 -3.13368426e-01 -2.51508085e-01 8.12946845e-02 9.29623536e-02 -2.98004938e-01 -5.17384612e-02 9.86745173e-02 -2.80023212e-01 -4.12758902e-01 -2.48629438e-01 -3.14804331e-01 5.82210014e-02 -2.71200252e-01 -1.64008534e-01 -5.68949838e-02 -5.33151454e-01 -2.02963885e-01 -3.49869550e-01 -1.87162141e-01 4.64679206e-01 8.06355082e-03 8.29766020e-02 -1.06845989e-01 -4.02445998e-01 5.07646410e-02 -2.35662225e-01 -5.03242595e-01 1.67477713e-02 9.04872274e-02 3.03811247e-01 1.29525540e-01 -4.11705030e-01 7.93587074e-02 -2.95194925e-01 -5.61973705e-02 -5.40934952e-01 -2.77111806e-01 -8.53673744e-02 1.10723067e-02 -1.16629459e-01
5.50000000e+00 -4.45829818e-01 1.76794930e-01 3.16325703e-01 -1.61893913e-02 3.98331094e-02 9.15262801e-03 3.33714288e-01 1.06300635e-01 1.55372865e-02 -5.38136924e-01 -3.24711863e-01 -2.61311005e-01 6.97182213e-02 1.21681094e-01 -3.03536474e-01 -7.66171843e-02 1.03698406e-01 -2.70006841e-01 -3.82513726e-01 -2.44372717e-01 -3.15849622e-01 3.42479526e-02 -2.67042246e-01 -1.61458954e-01 -7.11847424e-02 -5.21614498e-01 -1.91078688e-01 -3.60465729e-01 -1.80715972e-01 4.82888487e-01 -8.57154551e-04 5.41522427e-02 -1.02297307e-01 -3.78723313e-01 3.38438561e-02 -2.36871007e-01 -5.04081804e-01 1.80072442e-03 7.61081008e-02 3.24868024e-01 1.44192641e-01 -3.99082007e-01 4.94200687e-02 -2.64803108e-01 -8.03333594e-02 -5.33097826e-01 -2.84751555e-01 -6.51498471e-02 -1.32404963e-02 -1.05962780e-01
5.60000000e+00 -4.81445383e-01 1.66875507e-01 3.52645362e-01 3.30649613e-02 -1.30198407e-02 1.12899362e-02 3.21613120e-01 1.48863782e-01 -2.03212300e-02 -5.13918583e-01 -3.37383143e-01 -2.68255666e-01 5.55324109e-02 1.45718623e-01 -3.03019656e-01 -1.01606184e-01 1.03537946e-01 -2.57567803e-01 -3.50422866e-01 -2.42282646e-01 -3.12771235e-01 4.42945751e-03 -2.58980453e-01 -1.59037458e-01 -9.05095813e-02 -5.02832258e-01 -1.84365866e-01 -3.67430678e-01 -1.69545198e-01 4.89625962e-01 -4.50061092e-03 2.40519691e-02 -9.88614725e-02 -3.48946822e-01 1.01440865e-02 -2.37599985e-01 -4.97681107e-01 -1.72193998e-02 6.37253976e-02 3.41545795e-01 1.55447126e-01 -3.76988609e-01 1.23910609e-02 -2.30032858e-01 -1.10434127e-01 -5.18807031e-01 -2.92548389e-01 -4.65356798e-02 -3.84446643e-02 -9.47955806e-02
5.70000000e+00 -5.14507775e-01 1.57503863e-01 3.83442297e-01 8.34595877e-02 -6.42826381e-02 1.63736701e-02 3.05273641e-01 1.90392259e-01 -5.90707840e-02 -4.83358556e-01 -3.50956154e-01 -2.72508723e-01 3.92168755e-02 1.64556831e-01 -2.96542004e-01 -1.26264221e-01 9.81517437e-02 -2.42652390e-01 -3.16988993e-01 -2.42020206e-01 -3.05963850e-01 -3.04652223e-02 -2.47504438e-01 -1.56909635e-01 -1.14199043e-01 -4.77400127e-01 -1.82738847e-01 -3.70516948e-01 -1.53962228e-01 4.85015251e-01 -3.10612722e-03 -6.70754842e-03 -9.66384799e-02 -3.13917040e-01 -1.95370304e-02 -2.38001443e-01 -4.84443275e-01 -3.99561901e-02 5.35192208e-02 3.53588985e-01 1.63503026e-01 -3.46284376e-01 -3.03178468e-02 -1.92290668e-01 -1.45323786e-01 -4.98854713e-01 -2.99973113e-01 -3.01650517e-02 -6.38698632e-02 -8.34074758e-02
5.80000000e+00 -5.44883610e-01 1.48770436e-01 4.08743547e-01 1.33839876e-01 -1.12520521e-01 2.36221455e-02 2.85472618e-01 2.29610288e-01 -9.91961622e-02 -4.47674758e-01 -3.64901621e-01 -2.74317028e-01 2.12633444e-02 1.77814407e-01 -2.84345834e-01 -1.50152485e-01 8.76218086e-02 -2.25293422e-01 -2.82725181e-01 -2.43167689e-01 -2.95954010e-01 -6.95134983e-02 -2.33211764e-01 -1.55241932e-01 -1.41450062e-01 -4.46121200e-01 -1.85914175e-01 -3.69561408e-01 -1.34430882e-01 4.69485067e-01 2.88183225e-03 -3.74753240e-02 -9.56535772e-02 -2.74596963e-01 -5.42396527e-02 -2.38231558e-01 -4.64922271e-01 -6.59004750e-02 4.55439838e-02 3.60824496e-01 1.68666094e-01 -3.08060802e-01 -7.70979258e-02 -1.53121449e-01 -1.83670824e-01 -4.74167156e-01 -3.06475534e-01 -1.66380437e-02 -8.88593661e-02 -7.20813405e-02
5.90000000e+00 -5.72439896e-01 1.40700980e-01 4.28687219e-01 1.83044886e-01 -1.56352223e-01 3.22181314e-02 2.63039286e-01 2.65257709e-01 -1.39148937e-01 -4.08185905e-01 -3.78613355e-01 -2.73991873e-01 2.16009797e-03 1.85255048e-01 -2.66821809e-01 -1.72843952e-01 7.21544309e-02 -2.05612860e-01 -2.48141335e-01 -2.45247798e-01 -2.83375346e-01 -1.11669728e-01 -2.16788122e-01 -1.54196307e-01 -1.71353400e-01 -4.09977640e-01 -1.93426031e-01 -3.64488891e-01 -1.11549583e-01 4.43748064e-01 1.28352147e-02 -6.75834248e-02 -9.58601470e-02 -2.32083867e-01 -9.28719153e-02 -2.38443460e-01 -4.39808056e-01 -9.44064241e-02 3.97324276e-02 3.63167164e-01 1.71314664e-01 -2.63598727e-01 -1.26201670e-01 -1.14147900e-01 -2.24040267e-01 -4.45766357e-01 -3.11510549e-01 -6.49304317e-03 -1.12787557e-01 -6.10965283e-02
6.00000000e+00 -5.97044763e-01 1.33259485e-01 4.43507391e-01 2.29943599e-01 -1.94493850e-01 4.13452216e-02 2.38820128e-01 2.96136013e-01 -1.77402708e-01 -3.66263361e-01 -3.91437260e-01 -2.71891470e-01 -1.76226322e-02 1.86791488e-01 -2.44498540e-01 -1.93932684e-01 5.20777936e-02 -1.83821456e-01 -2.13731171e-01 -2.47744599e-01 -2.68940359e-01 -1.55799293e-01 -1.98984836e-01 -1.53924887e-01 -2.02923376e-01 -3.70096323e-01 -2.04646528e-01 -3.55313680e-01 -8.60303777e-02 4.08771611e-01 2.59699226e-02 -9.63653547e-02 -9.71452662e-02 -1.87576703e-01 -1.34243743e-01 -2.38780273e-01 -4.09907792e-01 -1.24712482e-01 3.59040456e-02 3.60622992e-01 1.71878528e-01 -2.14320818e-01 -1.75806574e-01 -7.70069840e-02 -2.64948646e-01 -4.14729467e-01 -3.14564179e-01 -1.86654918e-04 -1.35076312e-01 -5.07223780e-02
6.10000000e+00 -6.18568749e-01 1.26353088e-01 4.53517113e-01 2.73470242e-01 -2.25800254e-01 5.02230989e-02 2.13644282e-01 3.21152666e-01 -2.12507164e-01 -3.23282336e-01 -4.02701851e-01 -2.68402432e-01 -3.76458301e-02 1.82485252e-01 -2.18028503e-01 -2.13042834e-01 2.78363021e-02 -1.60215388e-01 -1.79960180e-01 -2.50125517e-01 -2.53409854e-01 -2.00715307e-01 -1.80594454e-01 -1.54564802e-01 -2.35129921e-01 -3.27709924e-01 -2.18811022e-01 -3.42138840e-01 -5.86745155e-02 3.65741583e-01 4.13783003e-02 -1.23174895e-01 -9.93376691e-02 -1.42340116e-01 -1.77103240e-01 -2.39368397e-01 -3.76123941e-01 -1.55966440e-01 3.37775369e-02 3.53290001e-01 1.70816712e-01 -1.61740914e-01 -2.24080886e-01 -4.32858881e-02 -3.04919683e-01 -3.82147687e-01 -3.15178479e-01 1.92413192e-03 -1.55209782e-01 -4.12121741e-02
6.20000000e+00 -6.36886613e-01 1.19838706e-01 4.59090224e-01 3.12657490e-01 -2.49302483e-01 5.81403225e-02 1.88290962e-01 3.39362024e-01 -2.43139041e-01 -2.80574206e-01 -4.11749043e-01 -2.63921058e-01 -5.75130150e-02 1.72542195e-01 -1.88170664e-01 -2.29837126e-01 -1.82806437e-05 -1.35169914e-01 -1.47254960e-01 -2.51863545e-01 -2.37561205e-01 -2.45216720e-01 -1.62425206e-01 -1.56233364e-01 -2.66931898e-01 -2.84114804e-01 -2.35047523e-01 -3.25153421e-01 -3.03454196e-02 3.16020481e-01 5.80653792e-02 -1.47404816e-01 -1.02217764e-01 -9.76662306e-02 -2.20174538e-01 -2.40311347e-01 -3.39429881e-01 -1.87253809e-01 3.29867778e-02 3.41356618e-01 1.68595089e-01 -1.07412049e-01 -2.69248960e-01 -1.44598512e-02 -3.42538617e-01 -3.49086170e-01 -3.12974283e-01 -4.03156058e-04 -1.72747133e-01 -3.27977134e-02
6.30000000e+00 -6.51879566e-01 1.13531079e-01 4.60642683e-01 3.46666416e-01 -2.64240007e-01 6.44833806e-02 1.63460183e-01 3.50001337e-01 -2.68148195e-01 -2.39381650e-01 -4.17963951e-01 -2.58835185e-01 -7.68793750e-02 1.57303978e-01 -1.55770263e-01 -2.44024559e-01 -3.08387175e-02 -1.09130165e-01 -1.15994274e-01 -2.52458828e-01 -2.22156624e-01 -2.88126533e-01 -1.45275137e-01 -1.59023756e-01 -2.97310607e-01 -2.40627114e-01 -2.52409171e-01 -3.04627648e-01 -1.93997672e-03 2.61101330e-01 7.49875864e-02 -1.68504878e-01 -1.05529292e-01 -5.48354137e-02 -2.62195927e-01 -2.41684378e-01 -3.00843679e-01 -2.17628559e-01 3.30996832e-02 3.25097620e-01 1.65664695e-01 -5.28749848e-02 -3.09653886e-01 8.16581942e-03 -3.76503182e-01 -3.16546428e-01 -3.07670856e-01 -7.28509428e-03 -1.87332885e-01 -2.56846062e-02
6.40000000e+00 -6.63437884e-01 1.07211912e-01 4.58614122e-01 3.74812165e-01 -2.70086600e-01 6.87609132e-02 1.39747917e-01 3.52520477e-01 -2.86597186e-01 -2.00818165e-01 -4.20802535e-01 -2.53507326e-01 -9.54584644e-02 1.37235796e-01 -1.21736318e-01 -2.55367143e-01 -6.38969345e-02 -8.25993145e-02 -8.65020769e-02 -2.51458849e-01 -2.07912612e-01 -3.28328838e-01 -1.29906742e-01 -1.63001375e-01 -3.25302372e-01 -1.98538598e-01 -2.69908670e-01 -2.80906237e-01 2.56409079e-02 2.02558908e-01 9.10925580e-02 -1.85998542e-01 -1.08992163e-01 -1.50772646e-02 -3.01957110e-01 -2.43530142e-01 -2.61400791e-01 -2.46145179e-01 3.36392339e-02 3.04867705e-01 1.62441614e-01 3.90973148e-04 -3.43815194e-01 2.35074057e-02 -4.05669383e-01 -2.85432600e-01 -2.99101620e-01 -1.87049623e-02 -1.98704556e-01 -2.00484233e-02
6.50000000e+00 -6.71463766e-01 1.00639737e-01 4.53450285e-01 3.96584498e-01 -2.66568952e-01 7.06222097e-02 1.17626613e-01 3.46604278e-01 -2.97793000e-01 -1.65833338e-01 -4.19816031e-01 -2.48259743e-01 -1.13026310e-01 1.12910743e-01 -8.70174639e-02 -2.63685464e-01 -9.84010614e-02 -5.61244501e-02 -5.90427229e-02 -2.48476474e-01 -1.95471712e-01 -3.64803492e-01 -1.17022871e-01 -1.68200969e-01 -3.50029154e-01 -1.59073567e-01 -2.86553519e-01 -2.54400025e-01 5.15215188e-02 1.41999930e-01 1.05358678e-01 -1.99497858e-01 -1.12315982e-01 2.04669353e-02 -3.38334445e-01 -2.45855575e-01 -2.22126420e-01 -2.71891008e-01 3.41058787e-02 2.81092859e-01 1.59289177e-01 5.10132632e-02 -3.70479642e-01 3.07462108e-02 -4.29090455e-01 -2.56522764e-01 -2.87225308e-01 -3.45096614e-02 -2.06697409e-01 -1.60317632e-02
6.60000000e+00 -6.75874361e-01 9.35601702e-02 4.45586931e-01 4.11662510e-01 -2.53677368e-01 6.98693216e-02 9.74317851e-02 3.32186672e-01 -3.01309845e-01 -1.35185037e-01 -4.14671228e-01 -2.43361998e-01 -1.29422874e-01 8.49913399e-02 -5.25767838e-02 -2.68862925e-01 -1.33514453e-01 -3.02805488e-02 -3.38184295e-02 -2.43205241e-01 -1.85377568e-01 -3.96657252e-01 -1.07244677e-01 -1.74624667e-01 -3.70726198e-01 -1.23348488e-01 -3.01380873e-01 -2.25576161e-01 7.48793562e-02 8.10137676e-02 1.16832991e-01 -2.08716037e-01 -1.15213749e-01 5.07791215e-02 -3.70323114e-01 -2.48630157e-01 -1.84008343e-01 -2.94017737e-01 3.40004758e-02 2.54259767e-01 1.56503116e-01 9.77659818e-02 -3.88663341e-01 2.93621773e-02 -4.46047661e-01 -2.30446264e-01 -2.72132062e-01 -5.44111293e-02 -2.11246178e-01 -1.37422956e-02
6.70000000e+00 -6.76604854e-01 8.57162113e-02 4.35435732e-01 4.19923047e-01 -2.31668138e-01 6.64623888e-02 7.93550995e-02 3.09456065e-01 -2.97002280e-01 -1.09419377e-01 -4.05165882e-01 -2.39021403e-01 -1.44550915e-01 5.42087988e-02 -1.93663326e-02 -2.70848532e-01 -1.68376204e-01 -5.65304317e-03 -1.09690297e-02 -2.35431363e-01 -1.78054175e-01 -4.23150413e-01 -1.01092263e-01 -1.82240984e-01 -3.86765816e-01 -9.23355042e-02 -3.13490889e-01 -1.94947118e-01 9.49710835e-02 2.11252879e-02 1.24666214e-01 -2.13477293e-01 -1.17415237e-01 7.49955893e-02 -3.97065252e-01 -2.51785642e-01 -1.47970961e-01 -3.11771020e-01 3.28469270e-02 2.24903564e-01 1.54300207e-01 1.39603213e-01 -3.97683848e-01 1.91564738e-02 -4.56071897e-01 -2.07667744e-01 -2.54044193e-01 -7.79922775e-02 -2.12383785e-01 -1.32517978e-02
6.80000000e+00 -6.73611496e-01 7.68582521e-02 4.23372560e-01 4.21442557e-01 -2.01057479e-01 6.05180491e-02 6.34441352e-02 2.78851780e-01 -2.85008267e-01 -8.88590610e-02 -3.91238703e-01 -2.35376679e-01 -1.58372405e-01 2.13406937e-02 1.16979537e-02 -2.69658148e-01 -2.02122615e-01 1.71804838e-02 9.42607561e-03 -2.25042052e-01 -1.73790037e-01 -4.43718076e-01 -9.89686156e-02 -1.90984846e-01 -3.97676547e-01 -6.68310864e-02 -3.22077509e-01 -1.63058803e-01 1.11155581e-01 -3.62487630e-02 1.28143672e-01 -2.13723596e-01 -1.18679545e-01 9.24333987e-02 -4.17873226e-01 -2.55217307e-01 -1.14851311e-01 -3.24517206e-01 3.02136716e-02 1.93594304e-01 1.52810736e-01 1.75684807e-01 -3.97181182e-01 2.62239483e-04 -4.58955461e-01 -1.88478348e-01 -2.33311548e-01 -1.04717315e-01 -2.10237103e-01 -1.45961766e-02
6.90000000e+00 -6.66874486e-01 6.67535149e-02 4.09728479e-01 4.16492340e-01 -1.62607236e-01 5.23010788e-02 4.96086976e-02 2.41051680e-01 -2.65742136e-01 -7.36003437e-02 -3.72973634e-01 -2.32494952e-01 -1.70902728e-01 -1.28122705e-02 3.97602683e-02 -2.65374147e-01 -2.33909045e-01 3.76688928e-02 2.73439237e-02 -2.12029928e-01 -1.72727772e-01 -4.57985408e-01 -1.01147308e-01 -2.00758663e-01 -4.03157082e-01 -4.74308297e-02 -3.26455685e-01 -1.30478102e-01 1.22913397e-01 -8.98385181e-02 1.26711156e-01 -2.09518117e-01 -1.18806398e-01 1.02611208e-01 -4.32247378e-01 -2.58786700e-01 -8.53777361e-02 -3.31766263e-01 2.57332547e-02 1.60922556e-01 1.52075025e-01 2.05393962e-01 -3.87127166e-01 -2.68568854e-02 -4.54753686e-01 -1.72994206e-01 -2.10401619e-01 -1.33946167e-01 -2.05019965e-01 -1.77764344e-02
7.00000000e+00 -6.56400610e-01 5.51946545e-02 3.94783606e-01 4.05527387e-01 -1.17302771e-01 4.22096758e-02 3.76333057e-02 1.96951422e-01 -2.39877775e-01 -6.35185586e-02 -3.50598321e-01 -2.30372125e-01 -1.82202986e-01 -4.74496623e-02 6.40472076e-02 -2.58143493e-01 -2.62931540e-01 5.53057628e-02 4.28121966e-02 -1.96493404e-01 -1.74859467e-01 -4.65776458e-01 -1.07764310e-01 -2.11434407e-01 -4.03084524e-01 -3.45111962e-02 -3.26084235e-01 -9.77801464e-02 1.29862015e-01 -1.38553780e-01 1.19994866e-01 -2.01045187e-01 -1.17645763e-01 1.05263883e-01 -4.39887759e-01 -2.62325808e-01 -6.01518031e-02 -3.33190128e-01 1.91192538e-02 1.27484565e-01 1.52044015e-01 2.28346240e-01 -3.67822909e-01 -6.14203669e-02 -4.43776554e-01 -1.61162066e-01 -1.85884768e-01 -1.64952554e-01 -1.97023668e-01 -2.27605155e-02
7.10000000e+00 -6.42225534e-01 4.20073104e-02 3.78763921e-01 3.89169237e-01 -6.63238074e-02 3.07550498e-02 2.71952140e-02 1.47636132e-01 -2.08322739e-01 -5.82818371e-02 -3.24476931e-01 -2.28936470e-01 -1.92370801e-01 -8.17941785e-02 8.38877010e-02 -2.48174265e-01 -2.88447664e-01 6.96467388e-02 5.59019346e-02 -1.78633097e-01 -1.80027930e-01 -4.67116284e-01 -1.18814139e-01 -2.22856666e-01 -3.97516736e-01 -2.82187702e-02 -3.20583622e-01 -6.55356394e-02 1.31766498e-01 -1.81509951e-01 1.07814820e-01 -1.88606751e-01 -1.15105475e-01 1.00350432e-01 -4.40699548e-01 -2.65642539e-01 -3.96339961e-02 -3.28635825e-01 1.01799482e-02 9.38674473e-02 1.52583825e-01 2.44390015e-01 -3.39884661e-01 -1.02356005e-01 -4.26570758e-01 -1.52771655e-01 -1.60415100e-01 -1.96945148e-01 -1.86605328e-01 -2.94859361e-02
7.20000000e+00 -6.24415697e-01 2.70564437e-02 3.61840945e-01 3.68183446e-01 -1.10091556e-02 1.85362063e-02 1.78871071e-02 9.43455039e-02 -1.72184268e-01 -5.73723437e-02 -2.95097684e-01 -2.28055209e-01 -2.01530044e-01 -1.15113249e-01 9.87300555e-02 -2.35730708e-01 -3.09795925e-01 8.03253549e-02 6.67191212e-02 -1.58744473e-01 -1.87933702e-01 -4.62226429e-01 -1.34150413e-01 -2.34846571e-01 -3.86688722e-01 -2.84673382e-02 -3.09748172e-01 -3.42985393e-02 1.28545234e-01 -2.18046454e-01 9.01913401e-02 -1.72615375e-01 -1.11156585e-01 8.80550110e-02 -4.34792069e-01 -2.68527309e-01 -2.41335782e-02 -3.18132894e-01 -1.17177028e-03 6.06348849e-02 1.53483965e-01 2.53598611e-01 -3.04218704e-01 -1.48335846e-01 -4.03893062e-01 -1.47474071e-01 -1.34707721e-01 -2.29091135e-01 -1.74174487e-01 -3.78630885e-02
7.30000000e+00 -6.03069718e-01 1.02513402e-02 3.44134123e-01 3.43452496e-01 4.71834769e-02 6.21099650e-03 9.24341477e-03 3.84336309e-02 -1.32728496e-01 -6.01140839e-02 -2.63055664e-01 -2.27543681e-01 -2.09819973e-01 -1.46738739e-01 1.08155660e-01 -2.21126950e-01 -3.26413272e-01 8.70667795e-02 7.53955403e-02 -1.37207049e-01 -1.98147542e-01 -4.51513950e-01 -1.53490756e-01 -2.47206484e-01 -3.71003199e-01 -3.49428427e-02 -2.93552395e-01 -4.59439670e-03 1.20270665e-01 -2.47737261e-01 6.73444610e-02 -1.53583980e-01 -1.05836259e-01 6.87809997e-02 -4.22471512e-01 -2.70760533e-01 -1.38029052e-02 -3.01894859e-01 -1.49126070e-02 2.83137470e-02 1.54468820e-01 2.56254735e-01 -2.61986320e-01 -1.97821448e-01 -3.76676101e-01 -1.44805304e-01 -1.09513240e-01 -2.60541395e-01 -1.60178454e-01 -4.77790846e-02
7.40000000e+00 -5.78319278e-01 -8.45078810e-03 3.25715641e-01 3.15945075e-01 1.06721277e-01 -5.53534956e-03 7.69051517e-04 -1.86749798e-02 -9.13343678e-02 -6.57061167e-02 -2.29031656e-01 -2.27176633e-01 -2.17384265e-01 -1.76084153e-01 1.11888989e-01 -2.04719528e-01 -3.37850138e-01 8.96989778e-02 8.20793311e-02 -1.14470612e-01 -2.10127863e-01 -4.35554456e-01 -1.76425858e-01 -2.59725301e-01 -3.51015693e-01 -4.71159980e-02 -2.72151307e-01 2.30903870e-02 1.07165060e-01 -2.70393416e-01 3.96863494e-02 -1.32112577e-01 -9.92481359e-02 4.31383198e-02 -4.04227657e-01 -2.72120755e-01 -8.63633652e-03 -2.80314624e-01 -3.09074094e-02 -2.61793099e-03 1.55211836e-01 2.52828022e-01 -2.14560202e-01 -2.49116863e-01 -3.45988043e-01 -1.44213778e-01 -8.55905032e-02 -2.90456474e-01 -1.45086850e-01 -5.91019968e-02
