# time site_0 site_1 site_2 site_3 site_4 site_5 site_6 site_7 site_8 site_9 site_10 site_11 site_12 site_13 site_14 site_15 site_16 site_17 site_18 site_19 site_20 site_21 site_22 site_23 site_24 site_25 site_26 site_27 site_28 site_29 site_30 site_31 site_32 site_33 site_34 site_35 site_36 site_37 site_38 site_39 site_40 site_41 site_42 site_43 site_44 site_45 site_46 site_47 site_48 site_49
2.00000000e+00 6.29071350e-01 -2.18786678e-01 2.10824962e-01 -7.37646639e-02 -1.02168078e-01 -3.23798102e-01 -1.75944377e-02 -3.65919824e-01 9.94279153e-02 -5.84700278e-02 6.60227029e-01 -1.46273652e-01 -1.87528675e-01 4.27039287e-02 -3.01233428e-01 -3.51467478e-01 -3.14163048e-01 -4.26352280e-01 -1.86460431e-01 -2.66499524e-03 -6.03992276e-01 -4.52121604e-02 -2.89892600e-01 -1.76846898e-01 -6.50243822e-02 -4.54731412e-01 3.53423238e-01 -2.50709056e-01 -4.58909611e-01 2.63791417e-01 -7.17750131e-01 -1.74615123e-01 2.24732153e-01 7.47019319e-02 1.79154558e-01 1.45237827e-01 1.47652321e-01 2.49721125e-01 -6.16170530e-01 -3.35912354e-01 6.20316807e-02 -5.66801181e-01 2.22033079e-01 -5.99402641e-01 2.89869255e-01 -3.08131383e-01 1.88035888e-01 -1.71751564e-01 -3.89166721e-01 -1.48583395e-01
2.10000000e+00 6.64421083e-01 -2.47151264e-01 1.48886007e-01 -6.72859521e-02 -8.53133733e-02 -2.49493588e-01 -1.93056781e-02 -3.77781799e-01 4.29350428e-02 -3.08796627e-02 6.77411300e-01 -1.64429967e-01 -2.36363121e-01 4.73186727e-02 -2.56059178e-01 -3.26860574e-01 -3.20176500e-01 -4.42130694e-01 -1.89193866e-01 -1.95065632e-02 -5.93837908e-01 -4.95559537e-02 -2.54398912e-01 -1.70074358e-01 -9.75427309e-02 -4.56102520e-01 3.41428365e-01 -2.49290102e-01 -4.50076567e-01 2.49743624e-01 -6.95390351e-01 -1.51290292e-01 2.54091171e-01 6.01344952e-02 1.00457210e-01 1.22710221e-01 1.91817718e-01 2.68713797e-01 -6.22676072e-01 -3.47384221e-01 6.05644720e-02 -5.17041423e-01 2.01791142e-01 -5.95734184e-01 2.54025814e-01 -2.84617557e-01 1.77383501e-01 -1.74636665e-01 -4.05796392e-01 -1.24065208e-01
2.20000000e+00 6.93985244e-01 -2.66829718e-01 8.29792111e-02 -5.88870410e-02 -7.04657172e-02 -1.71831544e-01 -2.81907350e-02 -3.81364602e-01 -1.66155757e-02 2.32457151e-03 6.80162567e-01 -1.74232641e-01 -2.80886781e-01 4.56109978e-02 -2.09383114e-01 -3.01701418e-01 -3.27400119e-01 -4.54485892e-01 -1.92714080e-01 -4.20283040e-02 -5.74643060e-01 -6.00862258e-02 -2.16857501e-01 -1.63622926e-01 -1.33043384e-01 -4.48088616e-01 3.18123309e-01 -2.44792321e-01 -4.33951773e-01 2.22863340e-01 -6.60865201e-01 -1.29419199e-01 2.75213336e-01 5.09920606e-02 2.16124935e-02 1.01903414e-01 2.34420495e-01 2.79226034e-01 -6.19023360e-01 -3.57772702e-01 5.13342152e-02 -4.57601158e-01 1.69675713e-01 -5.79233805e-01 2.08117611e-01 -2.53839399e-01 1.60453749e-01 -1.76537614e-01 -4.18187474e-01 -1.02024922e-01
2.30000000e+00 7.17470206e-01 -2.77911737e-01 1.41223081e-02 -4.92230008e-02 -5.70576136e-02 -9.21452132e-02 -4.32256370e-02 -3.77495436e-01 -7.77870467e-02 3.97859256e-02 6.69186072e-01 -1.76215368e-01 -3.20519603e-01 3.77854089e-02 -1.61836359e-01 -2.76064665e-01 -3.35579823e-01 -4.63374192e-01 -1.97251186e-01 -6.95833594e-02 -5.47227837e-01 -7.59963020e-02 -1.77970527e-01 -1.57590309e-01 -1.70716568e-01 -4.31558972e-01 2.84255465e-01 -2.37414773e-01 -4.11161332e-01 1.84339993e-01 -6.15101633e-01 -1.08875849e-01 2.88182677e-01 4.66458249e-02 -5.62324964e-02 8.27620057e-02 2.74732642e-01 2.81638356e-01 -6.05500851e-01 -3.66926309e-01 3.50589731e-02 -3.90078248e-01 1.27277267e-01 -5.51324827e-01 1.53670906e-01 -2.17049411e-01 1.37911754e-01 -1.77722716e-01 -4.26057430e-01 -8.26587168e-02
2.40000000e+00 7.34678579e-01 -2.80671234e-01 -5.65466335e-02 -3.90049143e-02 -4.44681377e-02 -1.18675116e-02 -6.32005392e-02 -3.67185910e-01 -1.39042039e-01 7.99792091e-02 6.45498454e-01 -1.71108298e-01 -3.54755662e-01 2.42005582e-02 -1.14110888e-01 -2.50034583e-01 -3.44411359e-01 -4.68829414e-01 -2.03026506e-01 -1.01387988e-01 -5.12628981e-01 -9.63157374e-02 -1.38508444e-01 -1.52069456e-01 -2.09658973e-01 -4.07621568e-01 2.40837471e-01 -2.27436212e-01 -3.82508840e-01 1.35693981e-01 -5.59311894e-01 -8.94941768e-02 2.93260930e-01 4.63158354e-02 -1.31889364e-01 6.51864197e-02 3.12016925e-01 2.76529848e-01 -5.82619786e-01 -3.74692087e-01 1.26457040e-02 -3.16327681e-01 7.64854732e-02 -5.13738024e-01 9.24641041e-02 -1.75695619e-01 1.10562233e-01 -1.78479927e-01 -4.29203071e-01 -6.61138298e-02
2.50000000e+00 7.45507617e-01 -2.75552222e-01 -1.27798279e-01 -2.89708286e-02 -3.20542509e-02 6.75122244e-02 -8.67656062e-02 -3.51586850e-01 -1.98794533e-01 1.21263604e-01 6.10384852e-01 -1.59808430e-01 -3.83175147e-01 5.35994012e-03 -6.69442627e-02 -2.23707111e-01 -3.53547155e-01 -4.70960690e-01 -2.10242090e-01 -1.36548159e-01 -4.72063473e-01 -1.19945400e-01 -9.92878179e-02 -1.47145787e-01 -2.48901459e-01 -3.77583837e-01 1.89114150e-01 -2.15207462e-01 -3.48948278e-01 7.87282867e-02 -4.94954132e-01 -7.10791282e-02 2.90874020e-01 4.91010480e-02 -2.04159130e-01 4.90401774e-02 3.45543694e-01 2.64654952e-01 -5.51096206e-01 -3.80915180e-01 -1.48425051e-02 -2.38401285e-01 1.94202381e-02 -4.68444295e-01 2.64648991e-02 -1.31371010e-01 7.93184086e-02 -1.79102165e-01 -4.27507305e-01 -5.24862044e-02
2.60000000e+00 7.49945825e-01 -2.63150823e-01 -1.98344097e-01 -1.98553852e-02 -1.91831533e-02 1.44493832e-01 -1.12480932e-01 -3.31939351e-01 -2.55464025e-01 1.61939509e-01 5.65349449e-01 -1.43345811e-01 -4.05454948e-01 -1.81010936e-02 -2.11024442e-02 -1.97191717e-01 -3.62604704e-01 -4.69948360e-01 -2.19070405e-01 -1.74089228e-01 -4.26887203e-01 -1.45696531e-01 -6.11472438e-02 -1.42894479e-01 -2.87439315e-01 -3.42907673e-01 1.30523303e-01 -2.01141870e-01 -3.11552671e-01 1.54721213e-02 -4.23686360e-01 -5.34187247e-02 2.81594700e-01 5.40131567e-02 -2.71864608e-01 3.41580677e-02 3.74608644e-01 2.46915598e-01 -5.11827947e-01 -3.85438849e-01 -4.62233436e-02 -1.58481314e-01 -4.16441143e-02 -4.17580567e-01 -4.22382828e-02 -8.57585085e-02 4.51680627e-02 -1.79872399e-01 -4.20944271e-01 -4.18190759e-02
2.70000000e+00 7.48067930e-01 -2.44194033e-01 -2.66870425e-01 -1.23592760e-02 -5.26437392e-03 2.17612651e-01 -1.38868687e-01 -3.09523948e-01 -3.07530217e-01 2.00307407e-01 5.12061231e-01 -1.22846729e-01 -4.21377443e-01 -4.54316882e-02 2.26388745e-02 -1.70612929e-01 -3.71176288e-01 -4.66038034e-01 -2.29644603e-01 -2.12987676e-01 -3.78550108e-01 -1.72332450e-01 -2.49221592e-02 -1.39377910e-01 -3.24264068e-01 -3.05160177e-01 6.66515830e-02 -1.85704079e-01 -2.71479562e-01 -5.18816317e-02 -3.47315290e-01 -3.62966392e-02 2.66121932e-01 6.00130605e-02 -3.33883413e-01 2.03548981e-02 3.98551050e-01 2.24329568e-01 -4.65867301e-01 -3.88105104e-01 -8.02350355e-02 -7.88101272e-02 -1.04358850e-01 -3.63371604e-01 -1.11508135e-01 -4.05734074e-02 9.13798830e-03 -1.81049133e-01 -4.09582650e-01 -3.41025494e-02
2.80000000e+00 7.40028435e-01 -2.19515919e-01 -3.32073466e-01 -7.11968079e-03 1.02197031e-02 2.85484941e-01 -1.64465637e-01 -2.85609808e-01 -3.53586206e-01 2.34726701e-01 4.52296845e-01 -9.94951723e-02 -4.30837157e-01 -7.57848146e-02 6.35139058e-02 -1.44111453e-01 -3.78839833e-01 -4.59532936e-01 -2.42049775e-01 -2.52203824e-01 -3.28549285e-01 -1.98611507e-01 8.58063628e-03 -1.36643359e-01 -3.58395798e-01 -2.65961759e-01 -8.13166309e-04 -1.69397429e-01 -2.29934373e-01 -1.21043238e-01 -2.67741632e-01 -1.95048118e-02 2.45257661e-01 6.60487506e-02 -3.89180552e-01 7.43449612e-03 4.16771945e-01 1.97996085e-01 -4.14390161e-01 -3.88755996e-01 -1.15577597e-01 -1.61832697e-03 -1.66382231e-01 -3.08050502e-01 -1.79231085e-01 2.49472995e-03 -2.77418556e-02 -1.82852909e-01 -3.93586943e-01 -2.92741996e-02
2.90000000e+00 7.26053977e-01 -1.90031991e-01 -3.92694127e-01 -4.68281941e-03 2.76861259e-02 3.46850803e-01 -1.87874159e-01 -2.61405848e-01 -3.92388232e-01 2.63672451e-01 3.87882484e-01 -7.44938413e-02 -4.33844981e-01 -1.08239095e-01 1.00786827e-01 -1.17844750e-01 -3.85170624e-01 -4.50784712e-01 -2.56315562e-01 -2.90714427e-01 -2.78381610e-01 -2.23329824e-01 3.86079121e-02 -1.34721062e-01 -3.88914888e-01 -2.26933242e-01 -7.01316569e-02 -1.52750328e-01 -1.88132843e-01 -1.89695144e-01 -1.86903595e-01 -2.85562285e-03 2.19881702e-01 7.10933547e-02 -4.36839508e-01 -4.80137394e-03 4.28751697e-01 1.69059726e-01 -3.58662564e-01 -3.87235670e-01 -1.50954211e-01 7.09462396e-02 -2.25459497e-01 -2.53780683e-01 -2.43388147e-01 4.18386854e-02 -6.44732025e-02 -1.85454428e-01 -3.73216573e-01 -2.72207048e-02
3.00000000e+00 7.06434737e-01 -1.56712526e-01 -4.47551621e-01 -5.47967226e-03 4.74276246e-02 4.00613077e-01 -2.07810013e-01 -2.38015570e-01 -4.22900150e-01 2.85788048e-01 3.20636721e-01 -4.90260015e-02 -4.30529738e-01 -1.41822580e-01 1.33771698e-01 -9.19870194e-02 -3.89753573e-01 -4.40182911e-01 -2.72410455e-01 -3.27544078e-01 -2.29497422e-01 -2.45362415e-01 6.44835674e-02 -1.33622707e-01 -4.14992147e-01 -1.89643687e-01 -1.39563465e-01 -1.36301942e-01 -1.47263704e-01 -2.55561116e-01 -1.06720322e-01 1.38068441e-02 1.90925484e-01 7.41820780e-02 -4.76090798e-01 -1.65444995e-02 4.34066450e-01 1.38673768e-01 -3.00005587e-01 -3.83393166e-01 -1.85111366e-01 1.36886283e-01 -2.79498698e-01 -2.02582083e-01 -3.02121575e-01 7.59867872e-02 -1.00122115e-01 -1.88964779e-01 -3.48822724e-01 -2.77804999e-02
3.10000000e+00 6.81515183e-01 -1.20555621e-01 -4.95574814e-01 -9.80581758e-03 6.95938295e-02 4.45870862e-01 -2.23145196e-01 -2.16397238e-01 -4.44330992e-01 2.99931991e-01 2.52316127e-01 -2.42193871e-02 -4.21136935e-01 -1.75537868e-01 1.61851652e-01 -6.67284971e-02 -3.92195737e-01 -4.28143415e-01 -2.90238057e-01 -3.61794379e-01 -1.83256733e-01 -2.63701303e-01 8.56300403e-02 -1.33340435e-01 -4.35916298e-01 -1.55560575e-01 -2.07416402e-01 -1.20587600e-01 -1.08452764e-01 -3.16473403e-01 -2.90370015e-02 3.05968846e-02 1.59345428e-01 7.44468154e-02 -5.06337022e-01 -2.79724150e-02 4.32402894e-01 1.07964099e-01 -2.39759617e-01 -3.77085977e-01 -2.16876469e-01 1.94417451e-01 -3.26639790e-01 -1.56264080e-01 -3.53795045e-01 1.03650895e-01 -1.33848275e-01 -1.93428263e-01 -3.20842876e-01 -3.07474157e-02
3.20000000e+00 6.51684395e-01 -8.25607299e-02 -5.35830358e-01 -1.78061832e-02 9.41782765e-02 4.81946500e-01 -2.32944479e-01 -1.97330841e-01 -4.56164223e-01 3.05217181e-01 1.84565352e-01 -1.11327490e-03 -4.06024632e-01 -2.08387942e-01 1.84496806e-01 -4.22740313e-02 -3.92138719e-01 -4.15096113e-01 -3.09635515e-01 -3.92669968e-01 -1.40889353e-01 -2.77489388e-01 1.01586850e-01 -1.33846421e-01 -4.51117908e-01 -1.26003930e-01 -2.72093485e-01 -1.06124287e-01 -7.27294985e-02 -3.70435918e-01 4.44267085e-02 4.75789914e-02 1.26096717e-01 7.11472918e-02 -5.27173527e-01 -3.92415701e-02 4.23570862e-01 7.79948085e-02 -1.79248989e-01 -3.68184284e-01 -2.45191757e-01 2.42023277e-01 -3.65314699e-01 -1.16367418e-01 -3.97045345e-01 1.23767575e-01 -1.64929926e-01 -1.98818109e-01 -2.89793089e-01 -3.58752410e-02
3.30000000e+00 6.17366242e-01 -4.37034163e-02 -5.67546801e-01 -2.94653352e-02 1.21011805e-01 5.08405089e-01 -2.36494411e-01 -1.81392960e-01 -4.58177590e-01 3.01041375e-01 1.18873186e-01 1.93702896e-02 -3.85656458e-01 -2.39402023e-01 2.01280337e-01 -1.88409180e-02 -3.89270618e-01 -4.01472154e-01 -3.30374242e-01 -4.19500573e-01 -1.03460153e-01 -2.86048960e-01 1.12025653e-01 -1.35093067e-01 -4.60188947e-01 -1.02105790e-01 -3.32136142e-01 -9.33966249e-02 -4.09971635e-02 -4.15681573e-01 1.12123391e-01 6.47617370e-02 9.21081899e-02 6.36977032e-02 -5.38403942e-01 -5.04816971e-02 4.07513310e-01 4.97364808e-02 -1.19747992e-01 -3.56575791e-01 -2.69143491e-01 2.78500939e-01 -3.94296372e-01 -8.41170449e-02 -4.30823881e-01 1.35531119e-01 -1.92783677e-01 -2.05035349e-01 -2.56258124e-01 -4.28831254e-02
3.40000000e+00 5.79009674e-01 -4.91197639e-03 -5.90133950e-01 -4.46037238e-02 1.49762705e-01 5.25065874e-01 -2.33323916e-01 -1.68940399e-01 -4.50452805e-01 2.87107800e-01 5.65358284e-02 3.64503021e-02 -3.60591887e-01 -2.67660805e-01 2.11892237e-01 3.34400273e-03 -3.83337173e-01 -3.87691138e-01 -3.52162979e-01 -4.41758437e-01 -7.18404979e-02 -2.88903917e-01 1.16761293e-01 -1.37013827e-01 -4.62897301e-01 -8.47762916e-02 -3.86262419e-01 -8.28436941e-02 -1.40073314e-02 -4.50722106e-01 1.72718378e-01 8.20939783e-02 5.82590273e-02 5.16879802e-02 -5.40049995e-01 -6.17915523e-02 3.84313291e-01 2.40381567e-02 -6.24491705e-02 -3.42170986e-01 -2.87985570e-01 3.02996427e-01 -4.12735240e-01 -6.03873632e-02 -4.54426663e-01 1.38417378e-01 -2.16978535e-01 -2.11910928e-01 -2.20879599e-01 -5.14617177e-02
3.50000000e+00 5.37079351e-01 3.29534802e-02 -6.03196980e-01 -6.28800903e-02 1.79943727e-01 5.32005167e-01 -2.23215878e-01 -1.60103057e-01 -4.33374676e-01 2.63435262e-01 -1.37165175e-03 4.95050213e-02 -3.31473980e-01 -2.92320368e-01 2.16150292e-01 2.40479589e-02 -3.74151744e-01 -3.74148616e-01 -3.74653161e-01 -4.59070615e-01 -4.66866683e-02 -2.85795014e-01 1.15758480e-01 -1.39524676e-01 -4.59195733e-01 -7.46773757e-02 -4.33399114e-01 -7.48470574e-02 7.66041690e-03 -4.74388977e-01 2.25122904e-01 9.94635572e-02 2.53578586e-02 3.48989782e-02 -5.32355189e-01 -7.32361504e-02 3.54197604e-01 1.60378613e-03 -8.43477948e-03 -3.24908682e-01 -3.01156957e-01 3.15028048e-01 -4.20181989e-01 -4.56809374e-02 -4.67511882e-01 1.32197693e-01 -2.37243805e-01 -2.19211035e-01 -1.84342396e-01 -6.12799122e-02
3.60000000e+00 4.92046825e-01 6.91190023e-02 -6.06544919e-01 -8.38000116e-02 2.10925779e-01 5.29550728e-01 -2.06209496e-01 -1.54786196e-01 -4.07619655e-01 2.30357445e-01 -5.40150044e-02 5.80841901e-02 -2.99014883e-01 -3.12634157e-01 2.14007939e-01 4.30365037e-02 -3.61603826e-01 -3.61204258e-01 -3.97446440e-01 -4.71225830e-01 -2.84258303e-02 -2.76687645e-01 1.09133840e-01 -1.42526184e-01 -4.49224972e-01 -7.22048818e-02 -4.72706992e-01 -6.97202885e-02 2.36130646e-02 -4.85864204e-01 2.68519004e-01 1.16698584e-01 -5.87520638e-03 1.33110949e-02 -5.15782121e-01 -8.48455540e-02 3.17536899e-01 -1.70261475e-02 4.13478495e-02 -3.04761607e-01 -3.08292498e-01 3.14497638e-01 -4.16596000e-01 -4.01212033e-02 -4.70104615e-01 1.16942588e-01 -2.53470696e-01 -2.26645495e-01 -1.47359657e-01 -7.19920610e-02
3.70000000e+00 4.44382468e-01 1.02911434e-01 -6.00193322e-01 -1.06730335e-01 2.41957905e-01 5.18267879e-01 -1.82593470e-01 -1.52681883e-01 -3.74134198e-01 1.88511515e-01 -1.00811309e-01 6.19150577e-02 -2.63979466e-01 -3.27972433e-01 2.05558681e-01 6.00783345e-02 -3.45665791e-01 -3.49171071e-01 -4.20104171e-01 -4.78175777e-01 -1.72498709e-02 -2.61771966e-01 9.71532614e-02 -1.45906165e-01 -4.33310790e-01 -7.74795261e-02 -5.03598422e-01 -6.77002844e-02 3.36526115e-02 -4.84700340e-01 3.02375540e-01 1.33571295e-01 -3.48231901e-02 -1.28939628e-02 -4.91003412e-01 -9.66152168e-02 2.74842112e-01 -3.14873153e-02 8.61064067e-02 -2.81741825e-01 -3.09226951e-01 3.01689252e-01 -4.02339353e-01 -4.34592148e-02 -4.62588669e-01 9.30152315e-02 -2.65707731e-01 -2.33878933e-01 -1.10656690e-01 -8.32454922e-02
3.80000000e+00 3.94548286e-01 1.33769449e-01 -5.84361169e-01 -1.30919034e-01 2.72192866e-01 4.98937895e-01 -1.52890475e-01 -1.53289039e-01 -3.34103652e-01 1.38816469e-01 -1.41430288e-01 6.09022263e-02 -2.27167523e-01 -3.37838658e-01 1.91036900e-01 7.49505604e-02 -3.26397602e-01 -3.38305987e-01 -4.42158571e-01 -4.80030926e-01 -1.31171268e-02 -2.41455387e-01 8.02245946e-02 -1.49542836e-01 -4.11955137e-01 -9.03469573e-02 -5.25747052e-01 -6.89405830e-02 3.77782214e-02 -4.70829110e-01 3.26455008e-01 1.49804386e-01 -6.09831971e-02 -4.33383173e-02 -4.58886428e-01 -1.08507822e-01 2.26757199e-01 -4.15982128e-02 1.25218679e-01 -2.55905731e-01 -3.03992315e-01 2.77255519e-01 -3.78156774e-01 -5.50939604e-02 -4.45686024e-01 6.10550552e-02 -2.74150282e-01 -2.40544305e-01 -7.49542280e-02 -9.46881673e-02
3.90000000e+00 3.42991741e-01 1.61250817e-01 -5.59462166e-01 -1.55519818e-01 3.00717442e-01 4.72529502e-01 -1.17833632e-01 -1.55941211e-01 -2.88912763e-01 8.24420760e-02 -1.75786749e-01 5.51215581e-02 -1.89395051e-01 -3.41882376e-01 1.70814947e-01 8.74442851e-02 -3.03949295e-01 -3.28802150e-01 -4.63125189e-01 -4.77051105e-01 -1.57617823e-02 -2.16347752e-01 5.88859192e-02 -1.53308382e-01 -3.85821594e-01 -1.10386794e-01 -5.39089365e-01 -7.35068571e-02 3.61820787e-02 -4.44558611e-01 3.40811097e-01 1.65079633e-01 -8.39735093e-02 -7.74597880e-02 -4.20472178e-01 -1.20456499e-01 1.74048254e-01 -4.73606727e-02 1.58242270e-01 -2.27358382e-01 -2.92808736e-01 2.42192290e-01 -3.45142402e-01 -7.41052956e-02 -4.20424777e-01 2.19522355e-02 -2.79124769e-01 -2.46258309e-01 -4.09514448e-02 -1.05976300e-01
4.00000000e+00 2.90140668e-01 1.85035880e-01 -5.26090822e-01 -1.79620652e-01 3.26586370e-01 4.40164544e-01 -7.83360108e-02 -1.59840888e-01 -2.40099192e-01 2.07695387e-02 -2.04024756e-01 4.48085738e-02 -1.51475118e-01 -3.39908229e-01 1.45396531e-01 9.73703536e-02 -2.78561088e-01 -3.20783151e-01 -4.82516301e-01 -4.69631289e-01 -2.47104527e-02 -1.87239735e-01 3.37897441e-02 -1.57072853e-01 -3.55715587e-01 -1.36930256e-01 -5.43818226e-01 -8.13746989e-02 2.92391701e-02 -4.06559296e-01 3.45777245e-01 1.79048517e-01 -1.03536755e-01 -1.14530095e-01 -3.76948947e-01 -1.32369251e-01 1.17589196e-01 -4.89542787e-02 1.84918798e-01 -1.96256913e-01 -2.76069504e-01 1.97802560e-01 -3.04694714e-01 -9.92980943e-02 -3.88096872e-01 -2.31859163e-02 -2.81068264e-01 -2.50638063e-01 -9.30921850e-03 -1.16781763e-01
4.10000000e+00 2.36399308e-01 2.04927307e-01 -4.85003838e-01 -2.02275176e-01 3.48858677e-01 4.03079102e-01 -3.54544024e-02 -1.64098947e-01 -1.89301658e-01 -4.46546800e-02 -2.26494432e-01 3.03419584e-02 -1.14198888e-01 -3.31880856e-01 1.15406520e-01 1.04565094e-01 -2.50560999e-01 -3.14299447e-01 -4.99854766e-01 -4.58283192e-01 -3.93052354e-02 -1.55075222e-01 5.68362628e-03 -1.60708252e-01 -3.22559991e-01 -1.69085727e-01 -5.40368770e-01 -9.24297432e-02 1.74913975e-02 -3.57839346e-01 3.41946728e-01 1.91344511e-01 -1.19539206e-01 -1.53678791e-01 -3.29621401e-01 -1.44134379e-01 5.83443313e-02 -4.67249291e-02 2.05172571e-01 -1.62812802e-01 -2.54320846e-01 1.45651016e-01 -2.58461333e-01 -1.29255831e-01 -3.50207272e-01 -7.30753594e-02 -2.80504382e-01 -2.53318423e-01 1.93659126e-02 -1.26799099e-01
4.20000000e+00 1.82145492e-01 2.20846317e-01 -4.37097464e-01 -2.22535942e-01 3.66635082e-01 3.62581473e-01 9.65118024e-03 -1.67777627e-01 -1.38204569e-01 -1.12170219e-01 -2.43722503e-01 1.22229356e-02 -7.83173450e-02 -3.17925519e-01 8.15773617e-02 1.08895879e-01 -2.20359982e-01 -3.09327097e-01 -5.14687889e-01 -4.43613386e-01 -5.87323050e-02 -1.20918653e-01 -2.46121803e-02 -1.64092700e-01 -2.87366902e-01 -2.05771329e-01 -5.29397213e-01 -1.06470124e-01 1.62660579e-03 -2.99710304e-01 3.30145085e-01 2.01596609e-01 -1.31966362e-01 -1.93922136e-01 -2.79876058e-01 -1.55626661e-01 -2.65184687e-03 -4.11679888e-02 2.19103915e-01 -1.27292803e-01 -2.28237372e-01 8.75108469e-02 -2.08275795e-01 -1.62401483e-01 -3.08416492e-01 -1.26300996e-01 -2.78016510e-01 -2.53969228e-01 4.45366308e-02 -1.35751986e-01
4.30000000e+00 1.27728920e-01 2.32825662e-01 -3.83381618e-01 -2.39488259e-01 3.79095044e-01 3.20008553e-01 5.57607156e-02 -1.69935302e-01 -8.84810592e-02 -1.80057538e-01 -2.56377905e-01 -8.94860366e-03 -4.45242695e-02 -2.98324452e-01 4.47324521e-02 1.10266328e-01 -1.88444603e-01 -3.05768913e-01 -5.26600821e-01 -4.26298795e-01 -8.20549584e-02 -8.59184498e-02 -5.62293422e-02 -1.67114531e-01 -2.51206467e-01 -2.45753386e-01 -5.11753375e-01 -1.23211189e-01 -1.75467375e-02 -2.33744184e-01 3.11395892e-01 2.09443633e-01 -1.40915112e-01 -2.34195947e-01 -2.29144134e-01 -1.66714008e-01 -6.43171098e-02 -3.29066342e-02 2.26977471e-01 -9.00183670e-02 -1.98594174e-01 2.53046968e-02 -1.56088597e-01 -1.97063409e-01 -2.64478635e-01 -1.81365924e-01 -2.74219456e-01 -2.52311807e-01 6.57481218e-02 -1.43398978e-01
4.40000000e+00 7.34704952e-02 2.40999738e-01 -3.24951627e-01 -2.52283455e-01 3.85532065e-01 2.76682174e-01 1.01638445e-01 -1.69671268e-01 -4.17364930e-02 -2.46594069e-01 -2.65233893e-01 -3.25002483e-02 -1.34409463e-02 -2.73508999e-01 5.76685041e-03 1.08620971e-01 -1.55367386e-01 -3.03458031e-01 -5.35229025e-01 -4.07060468e-01 -1.08249881e-01 -5.12677721e-02 -8.82775531e-02 -1.69676194e-01 -2.15173789e-01 -2.87689438e-01 -4.88447897e-01 -1.42292343e-01 -3.91283417e-02 -1.61723459e-01 2.86881135e-01 2.14548807e-01 -1.46582828e-01 -2.73391356e-01 -1.78862849e-01 -1.77264302e-01 -1.25545667e-01 -2.26661498e-02 2.29205944e-01 -5.13634378e-02 -1.66236653e-01 -3.89581963e-02 -1.03895037e-01 -2.31543684e-01 -2.20177205e-01 -2.36742476e-01 -2.69730696e-01 -2.48134029e-01 8.26393599e-02 -1.49538404e-01
4.50000000e+00 1.96626070e-02 2.45592264e-01 -2.62958506e-01 -2.60170347e-01 3.85385882e-01 2.33866957e-01 1.46076552e-01 -1.66168771e-01 5.45608522e-04 -3.10109841e-01 -2.71128190e-01 -5.77144722e-02 1.43969302e-02 -2.44047765e-01 -3.43741724e-02 1.03949196e-01 -1.21735010e-01 -3.02163843e-01 -5.40269390e-01 -3.86636590e-01 -1.36245319e-01 -1.81639498e-02 -1.19871303e-01 -1.71697815e-01 -1.80354962e-01 -3.30174369e-01 -4.60615267e-01 -1.63285843e-01 -6.21574009e-02 -8.55855858e-02 2.57897532e-01 2.16614100e-01 -1.49253869e-01 -3.10392279e-01 -1.30436369e-01 -1.87152140e-01 -1.85233434e-01 -1.12450597e-02 2.26329907e-01 -1.17505630e-02 -1.32049212e-01 -1.03246529e-01 -5.36624386e-02 -2.64186333e-01 -1.77261027e-01 -2.90923227e-01 -2.65142368e-01 -2.41303278e-01 9.49520437e-02 -1.54012300e-01
4.60000000e+00 -3.34297393e-02 2.46902045e-01 -1.98578736e-01 -2.62523789e-01 3.78270279e-01 1.92731163e-01 1.87936649e-01 -1.58734579e-01 3.70532818e-02 -3.69040661e-01 -2.74922714e-01 -8.38562684e-02 3.85497857e-02 -2.10631100e-01 -7.47181953e-02 9.62883429e-02 -8.81946140e-02 -3.01600149e-01 -5.41489604e-01 -3.65755699e-01 -1.64959805e-01 1.22320481e-02 -1.50156465e-01 -1.73120296e-01 -1.47793339e-01 -3.71788100e-01 -4.29473908e-01 -1.85707289e-01 -8.56453740e-02 -7.36382638e-03 2.25810310e-01 2.15393791e-01 -1.49284007e-01 -3.44113367e-01 -8.51975386e-02 -1.96265183e-01 -2.42303731e-01 5.15924193e-04 2.18994393e-01 2.83546912e-02 -9.69239441e-02 -1.65570963e-01 -7.25934277e-03 -2.93442932e-01 -1.37382557e-01 -3.42470170e-01 -2.60995120e-01 -2.31776783e-01 1.02536899e-01 -1.56709273e-01
